year,month,q,qbase,VI,t_mean,runoff,pet,aet,gwr,runoff_2,delta_reservoir
2015,3,7.56882094240838,5.92062543750905,13.3384194528878,-6.99215805471131,0.415744680851064,3.80638297872343,3.80638297872343,6.9589665653495,2.29161094224923,0.306626139817629
2015,4,196.99222617801,16.993982453047,270.514346504555,3.59033434650444,147.826990881458,36.7510638297862,36.7510638297862,22.0148936170211,43.5070516717327,25.3206686930092
2015,5,42.4827895287958,18.9471293230465,120.658115501519,14.2023100303949,28.14905775076,96.5702735562333,96.5702735562333,13.2583586626139,17.8960486322189,-21.619635258359
2015,6,34.2668732984293,13.2066783031189,116.197507598784,15.8647416413375,23.0397568389055,108.587537993923,105.437203647417,6.94042553191489,9.97744680851064,-24.4522188449848
2015,7,13.6210278534032,7.21891799222717,85.994711246201,19.4647416413372,4.44255319148935,127.201337386018,102.144194528876,1.47118541033435,1.63914893617021,-22.1068693009117
2015,8,25.5574818848168,6.64161592855167,123.020972644378,19.8595136778118,26.9809118541031,112.689787234043,93.8412158054712,0.899088145896659,4.26121580547111,1.27021276595745
2015,9,19.9211032460733,6.46778375639039,117.838905775077,16.934224924012,48.1437689969607,75.7108814589672,51.9334954407298,0.633434650455933,4.91647416413373,16.9381762917934
2015,10,31.5038827225131,9.15290039060362,97.4282674772028,5.86352583586628,28.5525835866261,27.0730091185404,26.471306990881,4.10577507598787,12.8128875379939,28.5414589665659
2015,11,40.1864041884817,16.8118931326589,62.8403647416425,2.84656534954411,12.4715501519757,13.1507598784194,13.1507598784194,13.8103343465045,10.4762310030395,14.970820668693
2015,12,83.6105465968586,23.0036306281345,109.645835866259,-0.300243161094221,35.9966565349544,6.69039513677824,6.69039513677824,29.3048632218842,19.1044376899696,19.638480243161
2016,1,23.7826178010471,15.4200670031954,21.875562310031,-8.31848024316091,6.89939209726443,1.3769604863222,1.3769604863222,25.4949544072948,4.20267477203646,-15.7505167173253
2016,2,27.9963141361257,11.3382209036703,8.47240121580563,-8.52455927051679,0.441762917933133,2.15179331306987,2.15179331306987,15.7379939209725,1.62413373860182,-11.366565349544
2016,3,104.206994764398,21.8982422391368,130.507416413372,-3.373009118541,68.6127051671733,11.5382978723404,11.5382978723404,15.9662006079026,22.1864437689971,14.1209118541033
2016,4,177.147593717277,35.2002478984092,216.21708206687,1.92972644376901,117.071610942249,30.4865653495441,30.4865653495441,33.5227355623101,33.1936170212767,5.47422492401218
2016,5,36.6998701570681,17.3866064107991,97.677142857143,12.6285106382982,28.2795136778114,89.4104559270526,89.4104559270526,16.1236474164133,11.1654103343465,-37.8094832826749
2016,6,57.6423706806283,14.3145147919569,133.568814589667,17.3620060790271,37.4455319148938,116.380972644374,106.938601823707,5.83209726443768,17.6719756838906,-24.0452887537992
2016,7,44.5012020942408,11.3056716116808,161.312826747721,19.5387841945293,31.4916109422492,127.393677811553,120.44407294833,4.58772036474163,18.823161094225,0.973130699088142
2016,8,11.8612272251309,6.86540144837441,117.107781155016,20.183647416413,14.1565349544074,113.480121580549,97.5147112462018,1.95635258358661,2.20297872340425,3.49501519756838
2016,9,11.7894835602094,6.28610545102647,58.314589665654,15.0305167173255,9.28595744680849,68.4793313069928,58.8574468085117,0.70255319148936,0.174468085106383,-10.5287537993922
2016,10,99.4069545549738,7.88641789960863,188.361580547112,7.89082066869292,87.7651063829788,32.1229179331311,26.9208510638297,5.0277811550152,22.3899088145897,50.7381762917937
2016,11,59.4601633507853,25.2798371618041,80.0264437689971,2.97592705167178,16.5959878419454,12.6373252279638,12.6373252279638,19.9449848024317,14.4290577507599,18.6625531914893
2016,12,56.1984502617801,17.4054474384032,22.4015197568392,-6.9356838905777,8.12237082066868,1.78425531914891,1.78425531914891,23.291124620061,4.11586626139817,-14.6449848024314
2017,1,27.7950157068063,15.6823261158101,10.431246200608,-7.06091185410339,1.15878419452887,2.24966565349545,2.24966565349545,13.9114893617021,2.2781762917933,-9.02370820668689
2017,2,34.0578848167539,12.9408341465143,55.0057142857144,-7.210273556231,25.0304559270517,3.71817629179329,3.71817629179329,9.38869300911848,10.3424924012158,7.22534954407294
2017,3,69.3303455497382,20.8670605081388,54.4130091185404,-6.45337386018243,18.9463829787233,6.89343465045578,6.89343465045578,17.9252887537994,9.37683890577508,2.29568389057749
2017,4,327.994077486911,42.8311801828754,418.695805471129,5.6233434650456,244.582370820667,43.8685714285714,43.8685714285714,41.1193313069909,64.4264437689968,32.2623100303953
2017,5,90.3701026178011,27.0607193512448,134.523100303951,11.7039513677811,29.4654711246201,84.2710030395128,84.2710030395128,39.1855927051673,16.5680851063829,-27.7975683890578
2017,6,28.402077486911,10.7592970618601,124.496656534951,17.4463829787231,19.0424316109423,116.874224924015,116.874224924015,10.7517325227963,11.7268693009119,-24.3604255319149
2017,7,12.4341135078534,6.6813467535252,65.1020668693028,19.1293009118542,1.18042553191489,125.594589665651,104.018176291792,2.56419452887539,0.183404255319149,-42.706747720365
2017,8,,,92.7691185410339,17.8479635258361,7.42717325227968,103.85349544073,87.7460182370824,0.46297872340425,0,-2.86516717325226
2017,9,,,69.5444376899702,16.5617021276599,12.9121580547113,73.3180547112474,52.3903343465048,0.5131914893617,0,3.73161094224926
2017,10,,,155.815015197565,11.4739209726445,61.1028571428569,40.4550151975684,40.3268693009119,2.99969604863219,9.89398176291797,46.0516109422494
2017,11,,,0,-0.575987841945308,0,6.99908814589649,6.99908814589649,5.82042553191494,0,-12.7955015197568
2017,12,,,18.7570212765958,-11.2810334346504,6.3486930091185,1.65221884498477,1.65221884498477,5.35981762917935,3.2698480243161,3.80066869300914
